"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"R1";"SM1206";1;"10K";;;
2;"C1,C2";"SM1206";2;"22pF";;;
3;"C3,C4";"SM1206";2;"0.1uF";;;
4;"P6";"SIL-6";1;"ICSP";;;
5;"P1,P2,P4,P3";"SIL-10";4;"CONN_10";;;
6;"X1";"HC-49V";1;"20Mhz";;;
7;"U1";"DIP-40__600_ELL";1;"16F877A";;;
8;"R2,R3";"SM1206";2;"R";;;
9;"D1,D2,D3";"SM1206";3;"LED";;;
10;"P5";"SIL-7";1;"CONN_7";;;
11;"JP1";"SIL-2";1;"JUMPER";;;
12;"SW1";"SW_PUSH_SMALL_2pin_xl";1;"rst";;;
